978.218  1154.43
44.6416  1098.29
1254.69  308.876
91.2719  880.81
523.226  1280.74
1287.75  78.522
492.493  868.311
1249.69  262.762
616.185  1216.53
1286.03  408.817
664.687  1105.23
716.691  407.542
715.552  219.298
637.821  308.408
30.9233  326.04
134.328  137.524
384.441  225.6
216.337  1020.4
1211.54  214.092
1098.92  414.03
1082.4  1058.62
676.791  408.589
985.143  672.82
817.406  359.83
488.051  244.097
463.396  115.193
222.011  494.319
569.884  575.561
532.374  954.325
801.161  260.708
571.992  1017.5
1281.11  493.529
1231.59  1090.03
907.559  1023.99
142.583  553.794
913.624  165.221
1204.09  390.996
78.8236  377.482
871.8  947.422
695.684  151.684
232.983  1228.06
1106.01  1034.14
198.765  388.002
761.642  189.876
881.531  703.233
437.227  848.561
793.439  579.81
249.799  1025.98
635.83  163.885
126.974  714.654
541.367  633.164
1015.49  123.167
290.586  421.172
274.852  523.569
359.229  90.861
267.714  557.995
747.87  70.3936
442.589  737.781
569.483  879.816
169.626  408.695
543.531  419.425
144.674  1179.36
583.311  271.648
604.015  1124.68
904.812  329.503
1247.84  1195.4
428.967  1109.9
323.557  696.681
377.899  802.42
872.814  878.626
573.55  152.297
468.442  869.891
225.219  638.068
1278.59  768.75
1057.49  133.26
658.111  350.804
404.908  1262.13
185.482  19.7197
301.629  143.326
1215.12  1052.3
376.023  354.085
1050.77  1250.11
212  196.803
1085.88  1084.81
1075.43  369.425
1239.32  172.329
891.939  1227.9
71.1624  309.19
1010.24  476.07
281.316  1195.72
495.79  582.945
49.0449  420.908
774.993  1217.46
1124.65  535.759
1177.56  46.6476
732.561  973.438
52.8634  1078.57
771.861  2.17974
1250.9  373.799
1033.23  11.2447
1211.17  753.469
487.315  202.486
659.188  983.105
785.431  708.232
114.013  1130.68
1133.3  889.005
134.764  945.698
1014.6  867.326
629.135  856.057
95.3156  681.999
684.179  605.529
1240.98  624.261
217.51  984.208
635.506  138.68
447.677  1122.82
341.166  1106.86
525.097  929.939
528.944  735.412
46.3446  663.708
391.109  1060.94
626.997  336.35
1203.53  1096.42
587.154  1154.5
430.683  804.664
848.709  1066.19
943.344  6.38616
899.01  1284.51
1121.11  348.347
64.8746  798.385
716.744  593.819
243.797  763.089
534.029  208.561
365.151  1161.03
544.911  777.395
1142.65  458.436
583.817  439.805
790.69  897.813
892.323  1001.28
824.636  723.431
59.6313  889.51
193.329  475.613
249.465  160.856
1110.52  783.494
369.417  185.669
82.764  256.881
946.974  405.702
287.349  772.071
509.255  175.382
1176.67  706.407
835.01  1236.3
305.917  1066.83
722.673  499.246
252.438  972.138
660.103  72.9568
258.626  1120.15
653.847  1221.69
337.32  736.612
188.571  1284.29
1142.31  169.953
895.736  139.662
942.024  114.991
315.045  823.795
838.406  870.681
1045.37  1090.84
1163.8  1018.45
848.6  808.836
64.1168  1185.92
255.447  252.688
422.64  785.949
247.423  74.6647
898.46  1127.51
764.178  1138.66
899.091  912.186
394.782  447.497
492.867  150.148
565.617  122.141
254.568  332.737
239.441  318.685
602.648  994.013
904.819  850.071
122.539  677.138
353.271  886.717
525.801  1252.36
409.859  1001.77
1070.73  658.199
757.457  346.347
574.329  16.3927
511.28  634.966
338.98  536.674
674  117.658
1052.43  796.539
393.256  30.5961
78.0673  902.159
951.179  487.926
613.929  731.91
1078.26  636.466
322.979  855.209
871.602  444.968
410.294  92.8825
97.35  1041.37
456.964  490.606
102.764  733.143
1022.96  716.694
175.052  879.082
798.08  1253.31
818.519  606.923
1051.89  1138.66
970.74  469.636
810.895  1097.98
968.68  1267.86
512.891  401.346
193.786  245.848
1118.04  368.839
1124.93  626.12
332.148  60.4787
457.179  1150.67
667.401  1185.55
260.788  429.292
1034.21  753.791
1163.61  951.858
879.17  915.553
893.412  980.789
18.4934  116.303
92.1351  212.28
362.151  1210.17
581.118  197.082
546.295  913.267
257.561  1003.47
773.933  924.962
64.254  643.23
498.512  45.3717
997.229  382.909
1246.35  586.399
8.46145  638.557
329.346  1162.74
1018.18  421.481
341.656  666.141
287.41  887.951
289.407  544.97
601.425  1063.34
289.558  1131.93
388.692  1286.79
583.187  233.296
983.599  437.436
953.674  786.083
496.054  985.459
1124.09  675.986
1195.9  642.152
920.172  759.579
1206.52  826.339
102.461  499.704
937.14  904.804
478.15  263.432
352.52  141.824
92.9082  143.549
184.612  588.962
642.333  1179.46
835.533  504.922
1057.96  1188.05
646.747  817.472
21.9152  739.655
225.229  13.5658
544.939  886.083
908.687  1049.43
1164.91  217.758
592.125  1105.98
629.726  277.645
694.194  656.498
1072.17  239.727
1161.42  840.128
367.6  159.695
366.222  6.43858
838.649  591.45
20.0044  93.5887
187.534  928.691
1143.02  1103.2
72.2296  718.443
1053.12  275.926
95.6327  457.311
932.424  1167.8
717.932  834.817
994.511  1289.83
1124.15  70.7329
6.2707  672.803
662.183  26.2751
954.966  619.409
662.915  1027.2
974.333  984.052
996.765  737.45
1259.98  1092.4
1194.76  902.402
970.201  601.798
146.615  448.257
193.665  1141.13
448.089  27.8187
1211.86  454.36
480.635  177.012
796.422  806.674
695.452  857.13
304.58  508.304
120.707  1174.82
811.138  536.953
282.949  957.753
808.878  143.299
504.434  730.737
597.658  1205.05
24.7794  1078.29
92.0673  168.539
1223.89  888.489
975.213  1106.69
442.763  380.665
782.882  978.402
1187.74  320.1
857.053  1155.26
341.878  1185.51
626.249  3.22019
761.366  651.028
1081.51  853.434
819.567  1015.41
832.1  894.686
885.445  215.923
585.776  378.327
1194.32  785.169
75.8246  1092.07
1105.27  948.138
813.401  887.58
1224.59  1155.28
783.092  630.148
711.591  119.34
770.368  424.881
1036.39  299.935
150.29  198.314
778.487  1102.64
512.449  125.651
371.537  35.8504
1013.23  306.123
1191.13  506.323
740.381  1210.68
547.199  543.381
320.839  455.512
932.156  1099.33
268.149  816.1
8.50385  886.852
1211.94  1021.74
238.058  839.246
1118.88  1231.46
969.752  533.405
483.531  85.718
98.2142  1223.91
1100.93  119.449
136.564  79.0742
935.55  800.201
686.287  1260.43
1047.72  608.224
992.166  950.691
431.291  1230.22
803.945  328.821
808.541  483.698
862.226  2.07222
569.415  960.44
315.854  413.278
532.727  1039.61
549.816  167.78
339.141  1236.1
554.328  1130.38
586.307  81.237
83.3092  347.659
923.473  144.827
286.139  477.459
645.24  192.717
782.058  783.451
1032  404.429
304.609  304.7
988.975  890.916
1049.45  469.246
1114.88  878.421
488.54  748.352
1284.88  4.85382
482.313  449.986
1116.97  1127.55
642.703  609.028
621.003  932.278
655.413  1244.83
702.116  58.2354
825.455  644.374
267.299  650.333
108.685  1256.04
386.95  103.561
820.574  911.767
583.403  1225.86
111.739  1285.52
1284.09  996.665
816.71  288.567
549.879  1203.66
392.128  520.776
897.021  776.705
973.987  1040.37
536.417  518.825
704.811  463.114
398.972  1194.21
900.878  1077.31
1212.61  1251.92
1138.18  102.494
545.752  664.888
578.548  783.188
326.407  185.569
269.893  10.3936
1275.14  472.353
44.7746  1229.57
1189.99  443.746
836.811  744.663
971.033  759.424
194.099  1252.98
746.165  94.3694
958.216  1016.06
984.201  89.9067
163.177  1272.94
160.088  6.9619
1166.67  996.899
751.625  847.703
130.537  571.013
53.6603  747.383
616.029  167.643
187.539  692.535
348.812  1149.11
865.448  1079.32
1086.28  291.372
732.435  547.902
695.599  738.015
835.647  1188.57
46.6831  1023.19
827.256  457.74
6.55646  1241.96
193.276  1092.83
318.394  781.469
623.489  1115.4
14.3251  362.296
456.503  977.774
665.506  1283.76
145.514  672.062
1235.72  338.79
1264.5  825.633
602.477  599.847
300.441  1225.97
425.242  1030.13
14.6004  1101.3
1240.74  1289.03
75.3225  407.248
401.007  1122.32
122.891  346.725
535.773  145.609
133.419  817.227
671.862  552.316
227.712  133.51
1050.57  711.04
1118.29  1107.09
939.403  699.61
1256.12  140.816
876.712  766.093
885.721  258.574
28.4093  590.869
171.429  1172.75
14.006  286.103
1251.38  698.713
808.157  687.41
318.109  1133.25
923.269  1203.83
317.852  943.613
865.342  670.616
1087.9  987.336
958.378  91.3554
620.092  476.535
778.765  876.628
633.711  1096.87
578.557  1272.36
180.384  64.7928
766.022  371.297
1179.28  486.726
1090.31  323.66
1014.71  960.138
950.449  1229.55
72.9504  1229.04
851.347  374.721
558.575  283.575
480.214  358.88
720.786  860.278
461.423  1219.64
423.321  702.597
372.735  826.221
834.378  956.871
631.7  457.261
726.03  466.467
1199.89  1206.24
1096.17  256.134
185.769  510.728
658.759  52.9287
1274.75  665.181
332.052  256.282
769.586  817.515
1147.8  304.933
44.6435  953.975
1195.37  11.5371
954.693  1180.12
676.718  1139.52
709.255  1008.77
946.737  42.2387
923.876  51.9637
355.083  941.165
80.9601  1124.67
436.071  62.8756
1240.29  662.255
517.97  61.9147
113.878  131.875
74.2821  128.256
1274.85  27.2812
814.663  1225.14
689.536  1219.84
1281.23  1207.51
69.3524  105.634
221.438  360.602
732.811  878.225
1141.66  405.5
289.584  1261.05
98.4809  274.432
1288.33  913.144
842.985  200.799
605.369  834.741
290.362  674.721
940.375  511.8
1035.32  224.97
516.278  478.134
231.915  1134.65
503.717  1189.4
1020.01  355.374
304.902  916.772
274.097  85.3245
791.448  19.4194
310.295  17.7259
790.202  729.468
628.871  988.149
614.921  684.892
238.26  212.738
1098.88  1156.19
756.404  884.951
683.772  483.334
86.7512  547.186
1232.08  433.706
250.884  723.292
917.244  1146.55
741.5  508.445
285.001  616.098
568.652  675.915
943.92  989.114
1223.84  925.34
932.576  443.273
575.669  924.72
928.306  262.897
586.738  691.756
954.171  554.634
156.735  596.747
231.467  611.767
586.724  542.102
1169.55  140.159
422.627  14.0498
4.20791  863.685
917.968  190.988
27.1338  226.703
38.3744  613.301
79.448  992.545
1072.86  77.1571
405.469  205.489
1073.71  270.63
1231.84  72.3884
263.377  858.105
903.811  1164.26
110.438  300.701
367.589  1079.02
831.46  565.198
66.862  1043.55
502.677  532.021
613.361  766.054
1094.91  1012.99
340.603  447.264
1180.83  829.375
746.096  472.341
621.239  882.075
922.707  282.873
232.408  378.804
448.261  703.609
1153.95  347.722
1242.68  1138.53
641.413  573.919
730.601  1232.46
700.105  1029.5
286.916  332.813
22.3727  519.324
711.616  777.587
1261.44  609.765
425.031  899.028
33.5525  703.757
646.212  729.111
1102  804.043
568.504  803.158
122.924  776.511
148.976  246.592
1065.5  105.726
15.1573  465.171
541.596  498.508
1229.32  1187.81
1260.31  454.745
1258.79  1114.63
504.11  611.566
1008.11  1045.71
1130.85  913.826
696.138  181.225
1118.11  283.281
60.4258  169.816
660.498  259.334
327.471  1256.91
802.276  831.581
578.472  520.388
587.288  398.546
1154.63  368.674
987.15  560.767
873.592  733.279
679.441  344.709
408.347  739.867
514.526  556.359
1141.93  327.969
1044.86  962.839
57.0389  458.857
1232.26  736.48
906.971  587.415
25.9536  1055.05
760.634  296.073
195.45  318.991
384.487  407.932
682.677  876.217
454.354  423.061
587.306  102.182
1285.1  1063.72
790.029  354.632
997.007  206.543
723.06  524.478
107.122  1018.22
358.298  789.799
734.52  1058.8
908.485  394.521
1275.73  95.7733
261.272  587.653
230.48  467.27
864.642  1227.49
673.813  297.702
461.966  160.351
1123.59  569.087
261.813  673.257
686.95  1170.3
957.983  265.664
1259.3  635.224
137.265  486.307
1168.32  535.233
1028.25  249.537
750.61  0.0632258
820.237  1146.43
1070.9  757.546
84.1098  508.884
262.851  1186.6
859.2  400.116
824.868  13.0529
331.858  285.478
433.039  1183.48
1039.91  446.128
720.823  1133.69
1196.76  1269.12
962.917  169.613
749.336  279.076
1288.21  158.163
1156.74  273.012
240.484  691.608
286.065  572.343
977.086  299.181
536.995  120.125
192.659  1202.22
232.485  931.174
173.292  432.361
366.852  922.628
1080.79  578.176
1076.99  125.977
1052.83  1160.4
374.544  642.878
284.052  700.454
1132.43  795.228
429.365  515.657
366.27  566.075
488.662  129.104
436.471  557.208
412.012  624.829
463.97  1249.83
660.288  657.099
449.192  5.33882
111.574  1088.14
313.797  211.07
903.624  680.067
659.493  1059.46
1034.71  1071.51
1031.34  336.142
625.683  496.695
278.2  1238.42
421.166  1277.81
178.751  989.84
376.042  666.363
150.983  399.43
134.279  291.223
1104.67  842.257
542.096  379.617
980.283  1059.67
361.026  625.083
198.648  737.068
301.403  860.014
853.145  530.035
485.823  1121.38
1147.25  427.66
1164.73  406.755
924.02  541.978
362.843  506.867
553.774  999.258
669.062  768.315
499.95  1031.91
13.9445  989.78
1155.57  502.557
126.341  234.424
1140.26  943.459
1049.98  564.452
225.327  290.424
309.642  90.8965
550.415  824.863
6.75172  719.193
205.782  1175.71
264.475  1255.77
450.161  134.013
1015.93  638.175
766.301  521.905
313.327  246.11
970.663  27.3097
983.643  332.504
1155.19  668.374
66.9986  228.812
867.946  833.3
1152.84  1244.56
430.345  143.487
