696.013  798.321
1003.33  341.743
397.712  60.5571
633.101  42.3993
358.527  414.001
525.284  237.228
45.6552  380.319
108.271  867.711
1172.01  1057.7
425.838  281.159
551.451  347.199
960.946  958.969
238.61  907.982
575.404  305.811
1004.75  1083.58
1238.07  410.762
591.904  951.395
752.505  989.616
1011.95  95.6055
1032.02  80.4785
509.606  267.3
317.706  555.261
647.619  425.977
132.973  529.633
193.675  558.811
810.792  745.126
906.01  481.738
414.095  1144.62
99.7201  989.499
160.431  1104.47
783.082  108.497
225.231  84.9863
1059.89  977.736
1074.6  781.844
1073.34  816.618
862.323  292.947
1083.92  1180.03
848.209  441.537
316.006  981.181
971.17  509.681
249.992  491.962
1254.81  1156
973.7  378.902
78.4011  1171.05
887.889  861.483
1279.55  1113.12
946.469  1049.44
541.287  584.197
257.69  113.61
877.144  51.6084
3.63862  435.353
493.146  319.645
126.534  174.316
829.326  376.526
666.278  794.133
242.528  349.978
1173.04  1253.15
133.398  1251.44
1134.2  1021.29
822.92  1123.75
844.408  479.389
883.195  355.263
1210.46  134.482
939.46  178.151
248.092  526.604
229.759  251.73
961.956  722.905
571.375  1088.49
897.221  110.7
175.017  273.499
904.834  417.545
623.477  787.869
380.695  756.876
749.305  224.898
488.163  282.225
58.6513  42.5708
761.614  941.847
397.834  682.075
1076.33  47.2938
860.226  34.4202
286.15  245.854
522.891  857.525
44.3446  130.112
968.226  219.361
403.611  583.059
636.906  1027.09
80.9282  1017.6
493.964  830.234
1242.5  982.127
1112.46  11.1513
1024.7  584.073
952.998  132.532
1266.15  739.327
179.825  836.373
773.747  753.723
636.359  1059.9
999.577  1159.25
1289.36  305.648
1263.28  402.971
888.707  610.189
140.059  969.635
337.791  634.023
509.869  290.291
326.149  332.328
301.442  60.847
916.4  1254.44
193.379  892.547
703.767  373.204
438.921  187.513
1126.93  1075.28
1247.41  836.504
944.528  584.833
890.481  563.709
56.8598  489.188
1173.9  196.919
168.823  221.69
830.941  678.692
511.981  1157.09
1011.02  813.423
1217.94  637.42
239.967  191.63
494.52  678.888
379.143  331.447
464.167  336.553
1167.95  118.695
921.386  468.378
1062.58  521.867
1032.09  1119.44
1011.05  915.986
26.3621  1179.88
1137.68  857.304
568.569  359.656
724.394  289.588
1173.08  652.332
927.008  660.942
773.649  1166.97
852.572  1268.17
555.863  1231.71
309.616  1020.03
278.268  187.568
1138.72  1199.65
655.946  911.308
431.521  398.034
740.751  152.576
24.0195  767.113
42.4528  1161.7
334.417  611.022
231.352  1058.81
421.143  537.618
775.373  1194.79
414.593  337.945
1172.96  970.456
700.485  557.928
380.146  549.21
467.582  1036.09
170.517  899.103
144.125  911.269
1051.68  168.145
388.382  1094.13
39.8401  722.799
491.61  25.7638
385.623  912.753
563.382  1161
817.545  977.975
208.94  700.506
658.431  488.599
893.083  68.9167
1046.53  1273.23
618.126  224.109
1019.32  788.644
1123.21  1163.45
409.912  884.891
41.5904  798.294
689.022  81.4305
231.093  1104.18
352.622  722.702
1129.94  738.245
609.24  1163
91.2972  818.18
573.506  749.729
16.7798  176.589
818.645  1063.31
159.817  146.772
1287.42  1179.14
935.415  1120.63
1052.58  55.3278
715.519  1094.17
853.622  114.541
1175.6  1084.71
1218.72  238.226
517.417  1058.66
976.471  862.873
171.978  295.711
735.873  263.275
1013  1130.67
903.978  355.784
688.421  901.394
732.022  7.50459
389.164  157.54
1101.68  1242.79
272.081  987.282
1037.5  200.798
1225.51  264.918
1259.45  911.978
1127.79  141.432
1207.69  573.663
404.708  1031.58
593.042  127.712
872.251  789.009
1144.79  67.7819
97.623  99.7145
401.618  829.645
107.219  790.782
987.185  1208.9
743.568  1259.27
755.987  139.518
463.665  593.778
280.951  381.354
1167.44  685.658
122.935  470.483
1259.49  192.731
191.415  1114.28
260.513  289.038
1214  662.131
1118.68  31.218
162.914  815.868
1240.11  906.482
785.133  856.294
107.552  955.197
407.98  863.539
1094.72  871.645
167.317  85.6659
1253  44.7586
771.324  85.9337
1081.12  484.733
487.426  1272.54
309.018  747.939
120.07  100.256
916.124  214.35
1189.47  411.257
1070.64  7.01733
76.4545  188.624
870.556  1171.17
1060.27  1037.87
1256.84  1023.27
1082.63  738.16
1109.2  307.874
1032.85  900.321
792.607  230.28
882.856  1101.62
