0.007925 0.005353 0.001664 0.003772 0.004656 0.008148 0.002748 0.004762 0.003052 0.000301 0.010313 0.006624 0.001636 0.001337 0.009959 0.004510 0.001809 0.008923 0.000323 0.001422 0.000067 0.000098 0.000288 0.000357 0.002917 0.001845 0.000717 0.004641 0.002066 0.000159 0.001600 0.000288 0.000087 0.000732 0.000051 0.000146 0.000160 0.000112 0.000028 0.000079 0.000314 0.000013 0.000016 0.000024 0.000160 0.000099 0.000085 0.000025 0.000052 0.000049 0.000025 0.000015 0.000022 0.000029 0.000001 0.000052 0.000042 0.000017 0.000028 0.000003 0.000003 0.000044 0.000004 0.000001 0.000013 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.010276 0.007324 0.002121 0.001688 0.006350 0.008041 0.001354 0.006779 0.004071 0.000243 0.007224 0.003636 0.000898 0.001729 0.006732 0.002335 0.001505 0.012533 0.000194 0.001998 0.000099 0.000106 0.000268 0.000295 0.004176 0.002456 0.000527 0.006879 0.003123 0.000206 0.002086 0.000430 0.000112 0.001105 0.000083 0.000199 0.000242 0.000182 0.000038 0.000139 0.000550 0.000021 0.000025 0.000035 0.000186 0.000139 0.000151 0.000045 0.000100 0.000062 0.000034 0.000022 0.000025 0.000024 0.000002 0.000099 0.000041 0.000019 0.000029 0.000004 0.000005 0.000084 0.000006 0.000000 0.000051 
0.008694 0.021808 0.000593 0.000445 0.010620 0.003422 0.000366 0.015369 0.007790 0.000068 0.002074 0.001105 0.000319 0.002086 0.002152 0.000690 0.000940 0.028785 0.000073 0.003463 0.000205 0.000126 0.000241 0.000192 0.008193 0.003706 0.000300 0.012935 0.006005 0.000243 0.002095 0.000456 0.000147 0.001871 0.000098 0.000241 0.000261 0.000236 0.000035 0.000110 0.000727 0.000023 0.000021 0.000035 0.000122 0.000091 0.000181 0.000044 0.000090 0.000035 0.000021 0.000015 0.000020 0.000012 0.000003 0.000094 0.000020 0.000016 0.000018 0.000001 0.000003 0.000086 0.000008 0.000000 0.000000 
0.008570 0.028794 0.000473 0.000298 0.011258 0.002326 0.000173 0.015787 0.008296 0.000032 0.001140 0.000454 0.000149 0.001798 0.001079 0.000367 0.000559 0.030970 0.000033 0.002810 0.000186 0.000083 0.000124 0.000079 0.007150 0.002525 0.000122 0.010501 0.004641 0.000136 0.000973 0.000189 0.000076 0.001299 0.000045 0.000127 0.000121 0.000116 0.000015 0.000050 0.000373 0.000010 0.000007 0.000013 0.000042 0.000044 0.000087 0.000017 0.000027 0.000009 0.000006 0.000006 0.000006 0.000005 0.000001 0.000038 0.000004 0.000005 0.000005 0.000001 0.000000 0.000028 0.000003 0.000000 0.000000 
0.011002 0.006517 0.002912 0.002029 0.005606 0.007927 0.001271 0.004908 0.003222 0.000188 0.007096 0.002960 0.000772 0.001367 0.005687 0.002298 0.001027 0.009297 0.000149 0.001190 0.000064 0.000057 0.000145 0.000167 0.002620 0.001294 0.000340 0.004123 0.001816 0.000091 0.000831 0.000165 0.000055 0.000552 0.000031 0.000091 0.000087 0.000069 0.000013 0.000048 0.000229 0.000007 0.000008 0.000011 0.000068 0.000049 0.000050 0.000013 0.000033 0.000022 0.000009 0.000006 0.000006 0.000014 0.000001 0.000030 0.000016 0.000005 0.000008 0.000001 0.000001 0.000012 0.000002 0.000000 0.000025 
0.010551 0.007080 0.002349 0.001786 0.006169 0.008029 0.001324 0.006252 0.003899 0.000226 0.007203 0.003430 0.000843 0.001641 0.006448 0.002317 0.001397 0.011575 0.000173 0.001743 0.000091 0.000088 0.000220 0.000248 0.003726 0.002091 0.000467 0.006018 0.002751 0.000167 0.001758 0.000312 0.000092 0.000924 0.000063 0.000168 0.000171 0.000139 0.000028 0.000111 0.000403 0.000015 0.000017 0.000025 0.000135 0.000102 0.000114 0.000033 0.000067 0.000053 0.000025 0.000014 0.000020 0.000020 0.000002 0.000066 0.000034 0.000017 0.000024 0.000004 0.000004 0.000073 0.000007 0.000001 0.000038 
0.007839 0.009842 0.000814 0.000821 0.007442 0.006519 0.001173 0.011437 0.005739 0.000230 0.005222 0.004114 0.001065 0.002310 0.006255 0.001767 0.002125 0.020609 0.000222 0.004017 0.000191 0.000240 0.000647 0.000697 0.008170 0.005792 0.001259 0.014691 0.006885 0.000610 0.006435 0.001371 0.000359 0.003136 0.000327 0.000698 0.000901 0.000731 0.000183 0.000617 0.001969 0.000113 0.000103 0.000197 0.001052 0.000480 0.000600 0.000230 0.000465 0.000315 0.000165 0.000120 0.000150 0.000081 0.000011 0.000436 0.000165 0.000129 0.000110 0.000024 0.000025 0.000471 0.000043 0.000004 0.000127 
0.008033 0.005921 0.001525 0.003145 0.005151 0.008275 0.002483 0.005761 0.003421 0.000322 0.009752 0.006414 0.001575 0.001500 0.009854 0.004111 0.001990 0.010500 0.000322 0.001805 0.000087 0.000119 0.000347 0.000415 0.003721 0.002363 0.000829 0.006138 0.002705 0.000222 0.002266 0.000428 0.000114 0.001028 0.000078 0.000212 0.000236 0.000177 0.000042 0.000130 0.000482 0.000023 0.000027 0.000040 0.000246 0.000152 0.000146 0.000049 0.000085 0.000082 0.000046 0.000026 0.000032 0.000040 0.000002 0.000086 0.000059 0.000029 0.000040 0.000008 0.000006 0.000076 0.000008 0.000001 0.000063 
0.009899 0.007423 0.001871 0.001541 0.006537 0.008057 0.001335 0.007446 0.004402 0.000257 0.007123 0.003957 0.000958 0.001859 0.006982 0.002323 0.001677 0.013756 0.000204 0.002290 0.000111 0.000130 0.000327 0.000361 0.004865 0.003061 0.000662 0.008036 0.003752 0.000269 0.002632 0.000558 0.000159 0.001507 0.000114 0.000276 0.000319 0.000252 0.000056 0.000187 0.000706 0.000032 0.000035 0.000061 0.000313 0.000184 0.000217 0.000072 0.000139 0.000100 0.000051 0.000033 0.000045 0.000030 0.000004 0.000137 0.000054 0.000030 0.000046 0.000006 0.000007 0.000129 0.000011 0.000001 0.000114 
0.006590 0.004945 0.001205 0.002391 0.004295 0.006964 0.019725 0.004940 0.002962 0.000275 0.008067 0.031950 0.003711 0.001314 0.008473 0.003544 0.001782 0.009102 0.000349 0.001681 0.000074 0.000133 0.000555 0.000888 0.003252 0.002476 0.002975 0.005358 0.002421 0.000277 0.003478 0.000589 0.000146 0.000961 0.000085 0.000236 0.000337 0.000174 0.000068 0.000150 0.000491 0.000024 0.000042 0.000037 0.000514 0.000304 0.000144 0.000044 0.000094 0.000205 0.000105 0.000044 0.000039 0.000116 0.000003 0.000090 0.000179 0.000050 0.000139 0.000020 0.000016 0.000077 0.000013 0.000004 0.000089 
